
====================================================
 HierFAVG Training Start
====================================================

[Round   1] Phase 1: Cloud broadcasting to 2 edges...
  [Edge 0] G-Round 1 | E-Round 1 | Selected 68/98 clients
  [Client 76] Round 4 | loss=1.7617 | time=0.8s
  [Client  8] Round 4 | loss=1.5528 | time=1.1s
  [Client 93] Round 4 | loss=1.5114 | time=0.3s
  [Client  7] Round 4 | loss=1.5224 | time=0.3s
  [Client 44] Round 4 | loss=1.3196 | time=1.0s
  [Client 89] Round 4 | loss=1.7098 | time=0.6s
  [Client 91] Round 4 | loss=1.5152 | time=0.4s
  [Client 41] Round 4 | loss=1.7439 | time=0.7s
  [Client 77] Round 4 | loss=1.1834 | time=0.7s
  [Client 19] Round 4 | loss=1.1635 | time=1.6s
  [Client 90] Round 4 | loss=1.7546 | time=0.9s
  [Client 80] Round 4 | loss=1.6813 | time=0.5s
  [Client 86] Round 4 | loss=1.6878 | time=0.4s
  [Client 72] Round 4 | loss=1.6802 | time=1.6s
  [Client  9] Round 4 | loss=1.7127 | time=0.8s
  [Client 98] Round 4 | loss=1.5585 | time=0.9s
  [Client 99] Round 4 | loss=1.7397 | time=2.0s
  [Client 64] Round 4 | loss=1.4956 | time=0.3s
  [Client 11] Round 4 | loss=1.5443 | time=0.7s
  [Client 47] Round 4 | loss=1.5211 | time=1.2s
  [Client 33] Round 4 | loss=1.5642 | time=1.4s
  [Client 69] Round 4 | loss=1.7851 | time=1.4s
  [Client 71] Round 4 | loss=1.5548 | time=0.6s
  [Client 78] Round 4 | loss=1.3118 | time=1.3s
  [Client  1] Round 4 | loss=1.4287 | time=0.5s
  [Client 20] Round 4 | loss=1.2859 | time=1.0s
  [Client 22] Round 4 | loss=1.5796 | time=0.7s
  [Client 61] Round 4 | loss=1.1451 | time=0.6s
  [Client 34] Round 4 | loss=1.4449 | time=1.1s
  [Client 45] Round 4 | loss=1.5256 | time=0.7s
  [Client 23] Round 4 | loss=1.6096 | time=0.5s
  [Client 55] Round 4 | loss=1.6894 | time=0.9s
  [Client 51] Round 4 | loss=1.2921 | time=0.3s
  [Client 26] Round 4 | loss=1.4804 | time=0.9s
  [Client  4] Round 4 | loss=1.7203 | time=1.2s
  [Client 57] Round 4 | loss=1.5492 | time=0.9s
  [Client 21] Round 4 | loss=1.4664 | time=0.4s
  [Client 37] Round 4 | loss=1.6243 | time=1.4s
  [Client 28] Round 4 | loss=1.4650 | time=0.9s
  [Client 82] Round 4 | loss=1.6870 | time=0.6s
  [Client 83] Round 4 | loss=1.7110 | time=1.6s
  [Client 62] Round 4 | loss=1.4557 | time=1.2s
  [Edge 0] G-Round 4 | E-Round 5 | loss=1.5601
  [Edge 1] G-Round 4 | E-Round 1 | Selected 1/2 clients
  [Client 31] Round 4 | loss=1.0292 | time=1.0s
  [Edge 1] G-Round 4 | E-Round 1 | loss=1.0292
  [Edge 1] G-Round 4 | E-Round 2 | Selected 1/2 clients
  [Client 31] Round 4 | loss=1.0671 | time=1.0s
  [Edge 1] G-Round 4 | E-Round 2 | loss=1.0671
  [Edge 1] G-Round 4 | E-Round 3 | Selected 1/2 clients
  [Client 31] Round 4 | loss=1.1851 | time=1.0s
  [Edge 1] G-Round 4 | E-Round 3 | loss=1.1851
  [Edge 1] G-Round 4 | E-Round 4 | Selected 1/2 clients
  [Client 31] Round 4 | loss=0.9050 | time=1.0s
  [Edge 1] G-Round 4 | E-Round 4 | loss=0.9050
  [Edge 1] G-Round 4 | E-Round 5 | Selected 1/2 clients
  [Client 31] Round 4 | loss=1.2856 | time=1.0s
  [Edge 1] G-Round 4 | E-Round 5 | loss=1.2856
[Round   4] Phase 2: Cloud aggregating...
  [Cloud] acc=0.2305 | loss=2.0136 | time=324.5s | comm=10528.1MB (total=42113MB)

[Round   5] Phase 1: Cloud broadcasting to 2 edges...
  [Edge 0] G-Round 5 | E-Round 1 | Selected 68/98 clients
  [Client 58] Round 5 | loss=1.5554 | time=0.6s
  [Client 35] Round 5 | loss=1.2616 | time=0.8s
  [Client 50] Round 5 | loss=1.7247 | time=1.6s
  [Client 49] Round 5 | loss=1.6656 | time=0.8s
  [Client 48] Round 5 | loss=1.4125 | time=1.3s
  [Client  2] Round 5 | loss=1.4249 | time=0.8s
  [Client 76] Round 5 | loss=1.8106 | time=0.8s
  [Client 37] Round 5 | loss=1.6425 | time=1.4s
  [Client 83] Round 5 | loss=1.6833 | time=1.6s
  [Client 74] Round 5 | loss=1.4489 | time=0.8s
  [Client  6] Round 5 | loss=1.4870 | time=0.5s
  [Client 92] Round 5 | loss=1.6032 | time=0.6s
  [Client 28] Round 5 | loss=1.5398 | time=0.9s
  [Client 20] Round 5 | loss=1.3086 | time=1.0s
  [Client 53] Round 5 | loss=1.5963 | time=0.8s
  [Client 19] Round 5 | loss=1.2077 | time=1.6s
  [Client 87] Round 5 | loss=1.4868 | time=0.6s
  [Client 13] Round 5 | loss=1.2103 | time=1.6s
  [Client 78] Round 5 | loss=1.3306 | time=1.3s
  [Client 91] Round 5 | loss=1.5424 | time=0.4s
  [Client 89] Round 5 | loss=1.6058 | time=0.6s
  [Client 55] Round 5 | loss=1.5484 | time=0.9s
  [Client 23] Round 5 | loss=1.4823 | time=0.5s
  [Client 29] Round 5 | loss=1.4632 | time=2.2s
  [Client 82] Round 5 | loss=1.6316 | time=0.6s
  [Client 32] Round 5 | loss=1.4558 | time=0.8s
  [Client  0] Round 5 | loss=1.5958 | time=1.0s
  [Client 44] Round 5 | loss=1.2257 | time=1.0s
  [Client 61] Round 5 | loss=1.1797 | time=0.6s
  [Client  8] Round 5 | loss=1.4656 | time=1.1s
  [Client 93] Round 5 | loss=1.4604 | time=0.3s
  [Client 30] Round 5 | loss=1.3742 | time=0.7s
  [Client 46] Round 5 | loss=1.6485 | time=0.7s
  [Client 24] Round 5 | loss=1.5598 | time=1.7s
  [Client 90] Round 5 | loss=1.7382 | time=0.9s
  [Client 71] Round 5 | loss=1.5390 | time=0.6s
  [Client 62] Round 5 | loss=1.4449 | time=1.2s
  [Client 43] Round 5 | loss=1.7038 | time=0.8s
  [Client 94] Round 5 | loss=1.4244 | time=1.1s
  [Client 67] Round 5 | loss=1.4580 | time=1.5s
  [Client 70] Round 5 | loss=1.8912 | time=0.3s
  [Client 84] Round 5 | loss=1.5346 | time=0.9s
  [Client 22] Round 5 | loss=1.5976 | time=0.7s
  [Client 51] Round 5 | loss=1.3693 | time=0.3s
  [Client 15] Round 5 | loss=1.3166 | time=1.4s
  [Client 26] Round 5 | loss=1.5484 | time=0.9s
  [Client  9] Round 5 | loss=1.7048 | time=0.8s
  [Client 59] Round 5 | loss=1.6103 | time=0.7s
  [Client 66] Round 5 | loss=1.6280 | time=1.1s
  [Client 21] Round 5 | loss=1.5148 | time=0.4s
  [Client 10] Round 5 | loss=1.5054 | time=1.0s
  [Client 12] Round 5 | loss=1.5013 | time=0.6s
  [Client 85] Round 5 | loss=1.5116 | time=1.5s
  [Client 64] Round 5 | loss=1.2698 | time=0.3s
  [Client 68] Round 5 | loss=1.2626 | time=0.4s
  [Client 34] Round 5 | loss=1.3948 | time=1.1s
  [Client 96] Round 5 | loss=1.5194 | time=0.9s
  [Client 14] Round 5 | loss=1.8325 | time=0.5s
  [Client 95] Round 5 | loss=0.9905 | time=0.8s
  [Client 65] Round 5 | loss=1.5652 | time=0.4s
  [Client 47] Round 5 | loss=1.5312 | time=1.2s
  [Client  3] Round 5 | loss=1.5321 | time=1.3s
  [Client 75] Round 5 | loss=1.7262 | time=0.6s
  [Client 41] Round 5 | loss=1.7786 | time=0.7s
  [Client 97] Round 5 | loss=1.6988 | time=1.0s
  [Client 16] Round 5 | loss=1.6189 | time=0.8s
  [Client 99] Round 5 | loss=1.7040 | time=1.9s
  [Client 63] Round 5 | loss=1.5038 | time=0.8s
  [Edge 0] G-Round 5 | E-Round 1 | loss=1.5096
  [Edge 0] G-Round 5 | E-Round 2 | Selected 68/98 clients
  [Client 11] Round 5 | loss=1.5488 | time=0.7s
  [Client 47] Round 5 | loss=1.5311 | time=1.2s
  [Client 54] Round 5 | loss=1.7234 | time=1.2s
  [Client 62] Round 5 | loss=1.4178 | time=1.2s
  [Client 67] Round 5 | loss=1.4650 | time=1.5s
  [Client 20] Round 5 | loss=1.3385 | time=1.0s
  [Client  4] Round 5 | loss=1.7518 | time=1.2s
  [Client 16] Round 5 | loss=1.6255 | time=0.8s
  [Client 76] Round 5 | loss=1.7990 | time=0.8s
  [Client 48] Round 5 | loss=1.4161 | time=1.3s
  [Client 13] Round 5 | loss=1.2183 | time=1.6s
  [Client 63] Round 5 | loss=1.5040 | time=0.8s
  [Client 78] Round 5 | loss=1.3247 | time=1.3s
  [Client 45] Round 5 | loss=1.5383 | time=0.7s
  [Client 99] Round 5 | loss=1.7081 | time=2.0s
  [Client 10] Round 5 | loss=1.5811 | time=1.0s
  [Client 37] Round 5 | loss=1.6440 | time=1.4s
  [Client 85] Round 5 | loss=1.5021 | time=1.5s
  [Client 64] Round 5 | loss=1.2810 | time=0.3s
  [Client 18] Round 5 | loss=1.6507 | time=1.6s
  [Client 26] Round 5 | loss=1.5501 | time=0.9s
  [Client 12] Round 5 | loss=1.4815 | time=0.6s
  [Client 95] Round 5 | loss=0.9179 | time=0.8s
  [Client 92] Round 5 | loss=1.5751 | time=0.6s
  [Client 44] Round 5 | loss=1.1910 | time=1.0s
  [Client 89] Round 5 | loss=1.6421 | time=0.6s
  [Client  1] Round 5 | loss=1.3877 | time=0.5s
  [Client 98] Round 5 | loss=1.5408 | time=0.9s
  [Client 93] Round 5 | loss=1.4520 | time=0.3s
  [Client 61] Round 5 | loss=1.1901 | time=0.6s
  [Client 49] Round 5 | loss=1.6543 | time=0.8s
  [Client 60] Round 5 | loss=1.6015 | time=0.8s
  [Client 59] Round 5 | loss=1.6423 | time=0.7s
  [Client 30] Round 5 | loss=1.3518 | time=0.7s
  [Client 34] Round 5 | loss=1.4389 | time=1.1s
  [Client 40] Round 5 | loss=1.6327 | time=0.7s
  [Client 41] Round 5 | loss=1.7667 | time=0.7s
  [Client 14] Round 5 | loss=1.8495 | time=0.5s
  [Client 58] Round 5 | loss=1.5334 | time=0.6s
  [Client 17] Round 5 | loss=1.7231 | time=0.3s
  [Client 65] Round 5 | loss=1.5448 | time=0.4s
  [Client 42] Round 5 | loss=1.6001 | time=0.7s
  [Client 94] Round 5 | loss=1.4116 | time=1.1s
  [Client 19] Round 5 | loss=1.2314 | time=1.6s
  [Client 43] Round 5 | loss=1.7215 | time=0.8s
  [Client 38] Round 5 | loss=1.5125 | time=0.2s
  [Client 73] Round 5 | loss=1.8375 | time=1.0s
  [Client 68] Round 5 | loss=1.2532 | time=0.4s
  [Client  3] Round 5 | loss=1.5333 | time=1.3s
  [Client 57] Round 5 | loss=1.4570 | time=0.9s
  [Client  0] Round 5 | loss=1.6137 | time=1.0s
  [Client  6] Round 5 | loss=1.5617 | time=0.5s
  [Client 80] Round 5 | loss=1.6231 | time=0.5s
  [Client 83] Round 5 | loss=1.6819 | time=1.6s
  [Client 74] Round 5 | loss=1.4264 | time=0.8s
  [Client 22] Round 5 | loss=1.5923 | time=0.7s
  [Client 33] Round 5 | loss=1.6295 | time=1.4s
  [Client 28] Round 5 | loss=1.5201 | time=0.9s
  [Client 35] Round 5 | loss=1.2908 | time=0.8s
  [Client 32] Round 5 | loss=1.4677 | time=0.8s
  [Client 23] Round 5 | loss=1.5657 | time=0.5s
  [Client 66] Round 5 | loss=1.6062 | time=1.1s
  [Client 96] Round 5 | loss=1.5112 | time=0.9s
  [Client 88] Round 5 | loss=1.7536 | time=1.5s
  [Client 70] Round 5 | loss=1.8655 | time=0.3s
  [Client 29] Round 5 | loss=1.4607 | time=2.2s
  [Client 81] Round 5 | loss=1.5365 | time=0.7s
  [Client  8] Round 5 | loss=1.4849 | time=1.1s
  [Edge 0] G-Round 5 | E-Round 2 | loss=1.5266
  [Edge 0] G-Round 5 | E-Round 3 | Selected 68/98 clients
  [Client 14] Round 5 | loss=1.8209 | time=0.5s
  [Client 22] Round 5 | loss=1.6099 | time=0.7s
  [Client 36] Round 5 | loss=1.3566 | time=1.1s
  [Client 24] Round 5 | loss=1.5569 | time=1.7s
  [Client 46] Round 5 | loss=1.6746 | time=0.7s
  [Client  1] Round 5 | loss=1.3380 | time=0.5s
  [Client 52] Round 5 | loss=1.5915 | time=0.4s
  [Client 43] Round 5 | loss=1.7271 | time=0.8s
  [Client  9] Round 5 | loss=1.7060 | time=0.8s
  [Client 21] Round 5 | loss=1.5055 | time=0.4s
  [Client 80] Round 5 | loss=1.5891 | time=0.5s
  [Client 88] Round 5 | loss=1.7051 | time=1.5s
  [Client  8] Round 5 | loss=1.4811 | time=1.1s
  [Client 73] Round 5 | loss=1.8292 | time=1.0s
  [Client 78] Round 5 | loss=1.3292 | time=1.3s
  [Client 29] Round 5 | loss=1.4668 | time=2.2s
  [Client 45] Round 5 | loss=1.5290 | time=0.7s
  [Client 50] Round 5 | loss=1.7377 | time=1.6s
  [Client 10] Round 5 | loss=1.5279 | time=1.0s
  [Client 69] Round 5 | loss=1.6919 | time=1.4s
  [Client 72] Round 5 | loss=1.6663 | time=1.6s
  [Client 96] Round 5 | loss=1.5173 | time=0.9s
  [Client 57] Round 5 | loss=1.4564 | time=0.9s
  [Client 12] Round 5 | loss=1.4762 | time=0.6s
  [Client  7] Round 5 | loss=1.5365 | time=0.3s
  [Client 35] Round 5 | loss=1.3017 | time=0.8s
  [Client 70] Round 5 | loss=1.8558 | time=0.3s
  [Client 81] Round 5 | loss=1.5583 | time=0.7s
  [Client 34] Round 5 | loss=1.4179 | time=1.1s
  [Client 19] Round 5 | loss=1.1998 | time=1.6s
  [Client 20] Round 5 | loss=1.3366 | time=1.0s
  [Client 82] Round 5 | loss=1.6428 | time=0.6s
  [Client  6] Round 5 | loss=1.5680 | time=0.5s
  [Client 76] Round 5 | loss=1.7960 | time=0.8s
  [Client 47] Round 5 | loss=1.5402 | time=1.2s
  [Client 91] Round 5 | loss=1.5315 | time=0.4s
  [Client 49] Round 5 | loss=1.6542 | time=0.8s
  [Client 16] Round 5 | loss=1.6161 | time=0.8s
  [Client 77] Round 5 | loss=1.2241 | time=0.7s
  [Client 51] Round 5 | loss=1.3580 | time=0.3s
  [Client 11] Round 5 | loss=1.5521 | time=0.7s
  [Client 55] Round 5 | loss=1.5299 | time=0.9s
  [Client 18] Round 5 | loss=1.6594 | time=1.6s
  [Client 65] Round 5 | loss=1.5353 | time=0.4s
  [Client 97] Round 5 | loss=1.6875 | time=1.0s
  [Client 90] Round 5 | loss=1.7389 | time=0.9s
  [Client 30] Round 5 | loss=1.3540 | time=0.7s
  [Client 25] Round 5 | loss=1.6861 | time=1.0s
  [Client 87] Round 5 | loss=1.4720 | time=0.6s
  [Client 42] Round 5 | loss=1.5963 | time=0.7s
  [Client  4] Round 5 | loss=1.7407 | time=1.2s
  [Client 23] Round 5 | loss=1.5249 | time=0.5s
  [Client 95] Round 5 | loss=0.9552 | time=0.8s
  [Client 38] Round 5 | loss=1.4958 | time=0.2s
  [Client 15] Round 5 | loss=1.3857 | time=1.4s
  [Client 86] Round 5 | loss=1.6502 | time=0.4s
  [Client 54] Round 5 | loss=1.7117 | time=1.2s
  [Client 59] Round 5 | loss=1.6143 | time=0.7s
  [Client 61] Round 5 | loss=1.1648 | time=0.6s
  [Client 63] Round 5 | loss=1.5020 | time=0.8s
  [Client 94] Round 5 | loss=1.4231 | time=1.1s
  [Client 44] Round 5 | loss=1.2439 | time=1.0s
  [Client 40] Round 5 | loss=1.6304 | time=0.7s
  [Client  3] Round 5 | loss=1.5401 | time=1.3s
  [Client 92] Round 5 | loss=1.5541 | time=0.6s
  [Client 68] Round 5 | loss=1.2599 | time=0.4s
  [Client 32] Round 5 | loss=1.4559 | time=0.8s
  [Client 79] Round 5 | loss=1.7000 | time=1.1s
  [Edge 0] G-Round 5 | E-Round 3 | loss=1.5377
  [Edge 0] G-Round 5 | E-Round 4 | Selected 68/98 clients
  [Client 95] Round 5 | loss=0.9175 | time=0.8s
  [Client 66] Round 5 | loss=1.6263 | time=1.1s
  [Client 15] Round 5 | loss=1.4388 | time=1.4s
  [Client 76] Round 5 | loss=1.7915 | time=0.8s
  [Client 89] Round 5 | loss=1.6376 | time=0.6s
  [Client 29] Round 5 | loss=1.4613 | time=2.2s
  [Client 12] Round 5 | loss=1.5394 | time=0.6s
  [Client 10] Round 5 | loss=1.5487 | time=1.0s
  [Client 58] Round 5 | loss=1.5359 | time=0.6s
  [Client 48] Round 5 | loss=1.4244 | time=1.3s
  [Client 79] Round 5 | loss=1.7070 | time=1.1s
  [Client 32] Round 5 | loss=1.4444 | time=0.8s
  [Client 65] Round 5 | loss=1.5337 | time=0.4s
  [Client 61] Round 5 | loss=1.1512 | time=0.6s
  [Client 35] Round 5 | loss=1.3230 | time=0.8s
  [Client 68] Round 5 | loss=1.2518 | time=0.4s
  [Client 53] Round 5 | loss=1.5979 | time=0.8s
  [Client  2] Round 5 | loss=1.4275 | time=0.8s
  [Client 74] Round 5 | loss=1.4311 | time=0.8s
  [Client 28] Round 5 | loss=1.5152 | time=0.9s
  [Client 30] Round 5 | loss=1.3471 | time=0.7s
  [Client 57] Round 5 | loss=1.4459 | time=0.9s
  [Client 27] Round 5 | loss=1.2479 | time=1.8s
  [Client 41] Round 5 | loss=1.7674 | time=0.7s
  [Client 21] Round 5 | loss=1.4988 | time=0.4s
  [Client 78] Round 5 | loss=1.3284 | time=1.3s
  [Client 14] Round 5 | loss=1.8765 | time=0.5s
  [Client 85] Round 5 | loss=1.5166 | time=1.5s
  [Client 59] Round 5 | loss=1.5932 | time=0.7s
  [Client 50] Round 5 | loss=1.7378 | time=1.6s
  [Client 54] Round 5 | loss=1.7190 | time=1.2s
  [Client 16] Round 5 | loss=1.6161 | time=0.8s
  [Client 93] Round 5 | loss=1.4460 | time=0.3s
  [Client 18] Round 5 | loss=1.6481 | time=1.6s
  [Client 40] Round 5 | loss=1.6231 | time=0.7s
  [Client 49] Round 5 | loss=1.6438 | time=0.8s
  [Client 26] Round 5 | loss=1.5658 | time=0.9s
  [Client 71] Round 5 | loss=1.5473 | time=0.6s
  [Client 62] Round 5 | loss=1.4359 | time=1.2s
  [Client 24] Round 5 | loss=1.5581 | time=1.7s
  [Client 34] Round 5 | loss=1.4366 | time=1.1s
  [Client 97] Round 5 | loss=1.6837 | time=1.0s
  [Client  3] Round 5 | loss=1.5314 | time=1.3s
  [Client 37] Round 5 | loss=1.6376 | time=1.4s
  [Client 22] Round 5 | loss=1.6084 | time=0.7s
  [Client  1] Round 5 | loss=1.5487 | time=0.5s
  [Client 64] Round 5 | loss=1.2835 | time=0.3s
  [Client 38] Round 5 | loss=1.4894 | time=0.2s
  [Client 70] Round 5 | loss=1.8567 | time=0.3s
  [Client 51] Round 5 | loss=1.3492 | time=0.3s
  [Client 55] Round 5 | loss=1.5202 | time=0.9s
  [Client 20] Round 5 | loss=1.3627 | time=1.0s
  [Client 77] Round 5 | loss=1.2123 | time=0.7s
  [Client 86] Round 5 | loss=1.6219 | time=0.4s
  [Client 73] Round 5 | loss=1.8344 | time=1.0s
  [Client 69] Round 5 | loss=1.7349 | time=1.4s
  [Client 72] Round 5 | loss=1.6633 | time=1.6s
  [Client 80] Round 5 | loss=1.5813 | time=0.5s
  [Client 56] Round 5 | loss=1.5263 | time=0.8s
  [Client  7] Round 5 | loss=1.5086 | time=0.3s
  [Client  4] Round 5 | loss=1.7358 | time=1.2s
  [Client 91] Round 5 | loss=1.5245 | time=0.4s
  [Client 39] Round 5 | loss=1.8687 | time=0.5s
  [Client 99] Round 5 | loss=1.7137 | time=2.0s
  [Client 13] Round 5 | loss=1.2192 | time=1.6s
  [Client  6] Round 5 | loss=1.5793 | time=0.5s
  [Client 46] Round 5 | loss=1.6361 | time=0.7s
  [Client 44] Round 5 | loss=1.1744 | time=1.0s
  [Edge 0] G-Round 5 | E-Round 4 | loss=1.5301
  [Edge 0] G-Round 5 | E-Round 5 | Selected 68/98 clients
  [Client  3] Round 5 | loss=1.5063 | time=1.3s
  [Client 60] Round 5 | loss=1.5874 | time=0.8s
  [Client 73] Round 5 | loss=1.9197 | time=1.0s
  [Client 84] Round 5 | loss=1.5152 | time=0.9s
  [Client 37] Round 5 | loss=1.6345 | time=1.3s
  [Client 42] Round 5 | loss=1.5787 | time=0.7s
  [Client 57] Round 5 | loss=1.4561 | time=0.9s
  [Client 66] Round 5 | loss=1.6312 | time=1.1s
  [Client 21] Round 5 | loss=1.4965 | time=0.4s
  [Client 70] Round 5 | loss=1.8525 | time=0.3s
  [Client 17] Round 5 | loss=1.7182 | time=0.3s
  [Client 33] Round 5 | loss=1.5312 | time=1.4s
  [Client 89] Round 5 | loss=1.6262 | time=0.6s
  [Client 69] Round 5 | loss=1.6875 | time=1.4s
  [Client 75] Round 5 | loss=1.6996 | time=0.6s
  [Client 24] Round 5 | loss=1.5734 | time=1.7s
  [Client 34] Round 5 | loss=1.3997 | time=1.1s
  [Client  2] Round 5 | loss=1.4198 | time=0.8s
  [Client 74] Round 5 | loss=1.4221 | time=0.8s
  [Client 45] Round 5 | loss=1.5309 | time=0.7s
  [Client 29] Round 5 | loss=1.4604 | time=2.2s
  [Client 50] Round 5 | loss=1.7389 | time=1.6s
  [Client 87] Round 5 | loss=1.4405 | time=0.6s
  [Client 41] Round 5 | loss=1.7639 | time=0.7s
  [Client 92] Round 5 | loss=1.5977 | time=0.6s
  [Client 91] Round 5 | loss=1.5213 | time=0.4s
  [Client 11] Round 5 | loss=1.5481 | time=0.7s
  [Client 18] Round 5 | loss=1.6532 | time=1.6s
  [Client 16] Round 5 | loss=1.6209 | time=0.8s
  [Client 71] Round 5 | loss=1.5559 | time=0.6s
  [Client 48] Round 5 | loss=1.4351 | time=1.3s
  [Client 72] Round 5 | loss=1.6605 | time=1.6s
  [Client 49] Round 5 | loss=1.6494 | time=0.8s
  [Client 62] Round 5 | loss=1.4540 | time=1.2s
  [Client 78] Round 5 | loss=1.3277 | time=1.3s
  [Client 88] Round 5 | loss=1.7146 | time=1.5s
  [Client 96] Round 5 | loss=1.5157 | time=0.9s
  [Client 64] Round 5 | loss=1.2872 | time=0.3s
  [Client 10] Round 5 | loss=1.6161 | time=1.0s
  [Client 55] Round 5 | loss=1.5161 | time=0.9s
  [Client 77] Round 5 | loss=1.2112 | time=0.7s
  [Client 93] Round 5 | loss=1.4474 | time=0.3s
  [Client 36] Round 5 | loss=1.3374 | time=1.0s
  [Client 25] Round 5 | loss=1.6195 | time=1.0s
  [Client 39] Round 5 | loss=1.8773 | time=0.5s
  [Client 43] Round 5 | loss=1.7371 | time=0.8s
  [Client 85] Round 5 | loss=1.4945 | time=1.5s
  [Client 54] Round 5 | loss=1.7211 | time=1.2s
  [Client  6] Round 5 | loss=1.6010 | time=0.5s
  [Client 46] Round 5 | loss=1.6456 | time=0.7s
  [Client 13] Round 5 | loss=1.2179 | time=1.6s
  [Client 52] Round 5 | loss=1.5624 | time=0.4s
  [Client 30] Round 5 | loss=1.3481 | time=0.7s
  [Client 81] Round 5 | loss=1.5411 | time=0.7s
  [Client 80] Round 5 | loss=1.6209 | time=0.5s
  [Client 83] Round 5 | loss=1.6717 | time=1.6s
  [Client 94] Round 5 | loss=1.4138 | time=1.1s
  [Client 27] Round 5 | loss=1.2384 | time=1.8s
  [Client 59] Round 5 | loss=1.6153 | time=0.7s
  [Client  9] Round 5 | loss=1.6997 | time=0.8s
  [Client 98] Round 5 | loss=1.5497 | time=0.9s
  [Client  1] Round 5 | loss=1.1332 | time=0.5s
  [Client  7] Round 5 | loss=1.5005 | time=0.3s
  [Client 56] Round 5 | loss=1.5294 | time=0.8s
  [Client 61] Round 5 | loss=1.2104 | time=0.6s
  [Client 97] Round 5 | loss=1.6773 | time=1.0s
  [Client 12] Round 5 | loss=1.4990 | time=0.6s
  [Client 67] Round 5 | loss=1.4758 | time=1.5s
  [Edge 0] G-Round 5 | E-Round 5 | loss=1.5412
  [Edge 1] G-Round 5 | E-Round 1 | Selected 1/2 clients
  [Client 31] Round 5 | loss=0.9601 | time=1.0s
  [Edge 1] G-Round 5 | E-Round 1 | loss=0.9601
  [Edge 1] G-Round 5 | E-Round 2 | Selected 1/2 clients
  [Client  5] Round 5 | loss=0.8957 | time=0.7s
  [Edge 1] G-Round 5 | E-Round 2 | loss=0.8957
  [Edge 1] G-Round 5 | E-Round 3 | Selected 1/2 clients
  [Client  5] Round 5 | loss=0.9394 | time=0.7s
  [Edge 1] G-Round 5 | E-Round 3 | loss=0.9394
  [Edge 1] G-Round 5 | E-Round 4 | Selected 1/2 clients
  [Client 31] Round 5 | loss=0.8898 | time=1.0s
  [Edge 1] G-Round 5 | E-Round 4 | loss=0.8898
  [Edge 1] G-Round 5 | E-Round 5 | Selected 1/2 clients
  [Client 31] Round 5 | loss=1.0228 | time=1.0s
  [Edge 1] G-Round 5 | E-Round 5 | loss=1.0228
[Round   5] Phase 2: Cloud aggregating...
  [Cloud] acc=0.2472 | loss=1.9587 | time=330.2s | comm=10528.1MB (total=52641MB)

[Round   6] Phase 1: Cloud broadcasting to 2 edges...
  [Edge 0] G-Round 6 | E-Round 1 | Selected 68/98 clients
  [Client 89] Round 6 | loss=1.5946 | time=0.6s
  [Client 34] Round 6 | loss=1.3834 | time=1.1s
  [Client 97] Round 6 | loss=1.6831 | time=1.0s
  [Client 54] Round 6 | loss=1.6617 | time=1.2s
  [Client 96] Round 6 | loss=1.5815 | time=0.9s
  [Client 50] Round 6 | loss=1.6779 | time=1.6s
  [Client 99] Round 6 | loss=1.6362 | time=1.9s
  [Client 69] Round 6 | loss=1.6697 | time=1.4s
  [Client 76] Round 6 | loss=1.6859 | time=0.8s
  [Client 79] Round 6 | loss=1.6419 | time=1.1s
  [Client  8] Round 6 | loss=1.4920 | time=1.1s
  [Client 85] Round 6 | loss=1.4069 | time=1.5s
  [Client 66] Round 6 | loss=1.6263 | time=1.1s
  [Client 74] Round 6 | loss=1.3614 | time=0.8s
  [Client 29] Round 6 | loss=1.3949 | time=2.2s
  [Client  7] Round 6 | loss=1.4529 | time=0.3s
  [Client 18] Round 6 | loss=1.6333 | time=1.6s
  [Client  2] Round 6 | loss=1.4914 | time=0.8s
  [Client 70] Round 6 | loss=1.8117 | time=0.3s
  [Client 53] Round 6 | loss=1.4886 | time=0.8s
  [Client 28] Round 6 | loss=1.4527 | time=0.9s
  [Client  0] Round 6 | loss=1.5162 | time=1.0s
  [Client 49] Round 6 | loss=1.6428 | time=0.8s
  [Client 51] Round 6 | loss=1.2729 | time=0.3s
  [Client 68] Round 6 | loss=1.2510 | time=0.4s
  [Client  4] Round 6 | loss=1.6721 | time=1.2s
  [Client 60] Round 6 | loss=1.5667 | time=0.8s
  [Client 81] Round 6 | loss=1.4676 | time=0.7s
  [Client  1] Round 6 | loss=1.2357 | time=0.5s
  [Client 57] Round 6 | loss=1.4992 | time=0.9s
  [Client 47] Round 6 | loss=1.4841 | time=1.2s
  [Client 17] Round 6 | loss=1.7260 | time=0.3s
  [Client 98] Round 6 | loss=1.5232 | time=0.9s
  [Client 78] Round 6 | loss=1.2776 | time=1.3s
  [Client  9] Round 6 | loss=1.6228 | time=0.8s
  [Client 20] Round 6 | loss=1.3172 | time=1.0s
  [Client 45] Round 6 | loss=1.5039 | time=0.7s
  [Client 40] Round 6 | loss=1.6524 | time=0.7s
  [Client 35] Round 6 | loss=1.2564 | time=0.8s
  [Client 23] Round 6 | loss=1.5238 | time=0.5s
  [Client 27] Round 6 | loss=1.2240 | time=1.8s
  [Client 13] Round 6 | loss=1.2069 | time=1.6s
  [Client 48] Round 6 | loss=1.3566 | time=1.3s
